DOI,Year,Authors,Article Title,Source Title,Volume,Issue,Start Page,End Page,Keywords,Times cited,Affiliations,Abstract,Link,Source
10.1108/CI-05-2019-0042,2021,"Pablo Z., London K., Wong P.S.P., Khalfan M.",Actor-network theory and the evolution of complex adaptive supply networks,Construction Innovation,21,4,668,684,Actor-network theory; Complex adaptive supply network; Innovation; Non-human actors; Open manufacturing/offsite construction; Supply chain management,,"Office of the Pro Vice Chancellor Research, Torrens University Australia, Sydney, Australia; School of Property, Construction and Project Management, RMIT University, Melbourne, Australia","Purpose: Current understandings of innovation in construction portray it as linear, deterministic phenomena centered around novel objects and technologies deployed in sequentially-organized supply chains. This study aims to develop an enriched understanding of construction innovation as non-linear, socio-material and dynamic phenomena in complex networks by formulating a novel conceptual apparatus of complex adaptive supply networks (CASNs) expanded through actor-network theory (ANT) concepts. Design/methodology/approach: This combined CASN/ANT apparatus is mobilized in the context of a qualitative case study involving a housing construction supply network in Australia making use of offsite manufacturing (OSM) techniques. Findings: The study shows that innovative technologies such as novel OSM products can play an important though not necessarily deterministic role in the evolution of CASNs. The study also explicates the process by which the enrollment of non-human agents and the resulting CASN evolution are linked: innovative technologies shape human and non-human interactions in ways that redefine task delegation, role definition and schemas that are fundamental to the shape of CASNs. Originality/value: Findings provide a compelling empirical basis for arguing that CASNs must be conceptualized as heterogeneous systems and that innovation in construction must be understood as non-linear, socio-material and dynamic, rather than linear and driven by technological determinism. The study also interrogates limiting notions of supply chains and supports the notion of alternative inter-organizational forms to understand construction project work. © 2021, Emerald Publishing Limited.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099995834&doi=10.1108%2fCI-05-2019-0042&partnerID=40&md5=146feef1b1c210791579c4f14e0734d0,Scopus
,2014,"Packowski J., Francas D.",LEAN SCM - Part 1: Supply chain management for the VUCA world,Pharmazeutische Industrie,76,1,69,73,,2.0,"Camelot Management Consultants AG, Theodor-Heuss-Anlage 12, 68165 Mannheim, Germany","In the pharmaceutical sector, supply chain management (SCM) requirements have changed significantly in recent years. The buzzword nowadays when managing global supply chains is adaptation to increasing global complexity and volatility. Growing pressure from financial markets and the difficulty of increasing operating margins and working capital in this environment require efficient planning and execution of global production processes. More and more companies are relying therefore on LEAN SCM - a planning concept for harmonized production and replenishment planning across the entire supply chain with close linkages to organizational processes and IT infrastructure. It is designed expressly to simplify existing planning processes and to improve the synchronization and variability management of global supply chains. This article provides an overview of the key elements of LEAN SCM and its applications in the pharmaceutical sector. It constitutes the first part in a series of five articles that cover the management principles and methods of this new planning approach - featuring production planning, replenishment strategies, organization and performance management, and IT integration in the subsequent articles of this series in detail. © ECV • Editio Cantor Verlag.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893683275&partnerID=40&md5=df4a616ec74a899f43c22bf679fd4722,Scopus
,2014,"Packowski J., Francas D.",LEAN SCM part 4: Organizational design for world-class performance management,Pharmazeutische Industrie,76,6,878,882,,,"Camelot Management Consultants AG, Theodor-Heuss-Anlage 12, 68165 Mannheim, Germany","In the pharmaceutical sector, supply chain management (SCM) requirements have changed significantly in recent years. The buzzword nowadays when managing global supply chains is adaptation to increasing global complexity and volatility. Growing pressure from financial markets and the difficulty of increasing operating margins and working capital in this environment require efficient planning and execution of global production processes. More and more companies are relying therefore on LEAN SCM - a planning concept for harmonized production and replenishment planning along the entire supply chain with close linkages to organizational processes and IT infrastructure. LEAN SCM is designed expressly to simplify existing planning processes and to improve the synchronization and variability management of global supply chains. LEAN SCM is most effective when both organizational design and performance management systems are aligned with its underlying principles. This article, the fourth in the series, provides an overview of key processes and organizational roles that support tailoring the supply chain organization to LEAN SCM principles. Furthermore, the article shows how performance management can support successful end-toend supply chain operations when relying on LEAN SCM. © ECV • Editio Cantor Verlag.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903845022&partnerID=40&md5=a14bdbc90dc87017478a6c327d58edf3,Scopus
,2014,"Packowski J., Fitzer A.",LEAN SCM: Part 2: Mastering increasing variability and uncertainty at production sites,Pharmazeutische Industrie,76,2,190,194,,,"Camelot Management Consultants AG, Theodor-Heuss-Anlage 12, 68165 Mannheim, Germany","In the pharmaceutical sector, supply chain management (SCM) requirements have changed significantly in recent years. The buzzword nowadays when managing global supply chains is adaptation to increasing global complexity and volatility. Growing pressure from financial markets and the difficulty of increasing operating margins and working capital in this environment require efficient planning and execution of global production processes. More and more companies are relying therefore on LEAN SCM - a planning concept designed to facilitate harmonized production and replenishment planning along the entire supply chain with close linkage to IT applications. LEAN SCM is designed expressly to simplify existing planning processes and to improve the synchronization and variability management of global supply chains. A series of five articles provides further insights into the concept featuring its key elements, LEAN SCM production planning, LEAN SCM replenishment planning, organization and performance management, and IT integration. This article constitutes the second part of the series and provides an overview of local, site-specific, and asset-based production planning and scheduling. The planning approach is based on the new end-toend LEAN SCM philosophy, emphasizing the paradigm change it represents in mastering increasing variability and uncertainty at production sites and along synchronized supply chains. First, we point out why traditional production planning concepts embedded in Enterprise Resource Planning (ERP) and Advanced Planning Systems (APS) systems are reaching their limit in the face of today's market dynamics. Second, we discuss major benefits of cyclic scheduling with product wheels and their recent enhancements, combined in High-Mix Rhythm Wheels, for pharmaceutical and other process manufacturers. Finally, we point out how variability in planning and volatility in final customer orders can be managed most effectively for improved speed at production sites that are embedded in a LEAN-orchestrated supply chain. © ECV · Editio Cantor Verlag, Aulendorf (Germany).",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895764832&partnerID=40&md5=56613234c4e0d936728596750107753f,Scopus
10.1016/j.segy.2022.100081,2022,"Pakere I., Kacare M., Grāvelsiņš A., Freimanis R., Blumberga A.",Spatial analyses of smart energy system implementation through system dynamics and GIS modelling. Wind power case study in Latvia,Smart Energy,7,,,,Geographical information system; Renewable energy sources; System dynamics modelling; Wind power,1.0,"Institute of Energy Systems and Environment, Riga Technical University, Riga, Latvia","Major concern in utilising renewable energy sources, such as solar or wind, is their intermittent nature. Therefore, whether they can be reliable energy sources to provide uninterrupted energy demand when reaching a high share of renewable energy in the system depends on the whole energy supply network. Higher flexibility of RES-based systems can be reached through the development of smart energy concepts. The system dynamics model coupled with a geographical information system platform has been used to analyse space and time dimensions of RES potential using geo-referenced information. This approach allows analysing the whole energy system by determining the best-suited development scenario for each region separately, based on their resource, economic, and technological capabilities. Furthermore, the system dynamics model is complemented with different policies to evaluate their impact on renewable and local energy resource development and economic potential. The results show that the potential for large-scale onshore wind farm capacities with suitable land conditions could be around 5.5 GW, but the forecasted necessary wind power capacity to reach climate neutrality in 2050 is 1.55 GW. Therefore, onshore wind turbines should be promoted to move toward a smart and renewable power system in Latvia. © 2022 The Authors",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132915540&doi=10.1016%2fj.segy.2022.100081&partnerID=40&md5=5ac7a38803ad3c5dbcaadc6e367525b4,Scopus
10.1002/cben.202000008,2020,"Pannok M., Finkbeiner M., Fasel H., Riese J., Lier S.",Transformable Decentral Production for Local Economies with Minimized Carbon Footprint,ChemBioEng Reviews,7,6,216,228,Bio-based resources; Decentral production networks; Dynamic supply chain; Modular production and logistics; Transformable production systems,,"South Westphalia University of Applied Sciences, Department of Engineering and Economics, Lindenstraße 53, Meschede, 59872, Germany; Ruhr University Bochum, Faculty of Mechanical Engineering, Laboratory for Fluid Separations, Universitätsstraße 150, Bochum, 44801, Germany","Due to high energy-intensive processes and a dependence on carbon-based materials, the process industry plays a major role in climate change. Therefore, the substitution of fossil resources by bio-based resources is indispensable. This leads to challenges arising from accompanying changes of the type, amount and location of resources. At the same time, transformable production systems are currently in the focus of research addressing the required flexibility. These systems which consist of modular production and logistics units offer the possibility to adapt flexibly in volatile conditions within dynamic supply chains. Hence, this work compiles elements for environmental sustainability, which minimize the carbon footprint in the process industry: transformable production systems, the utilization of bio-based resources, carbon dioxide and renewable energy as well as the application of these elements in decentral production networks. Finally, possible use cases are determined based on the combination of these elements through a multi-criteria analysis. © 2020 The Authors. ChemBioEng Reviews published by Wiley-VCH GmbH",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096680438&doi=10.1002%2fcben.202000008&partnerID=40&md5=9ea96df8006521d4642f6bb542a69b4d,Scopus
10.1007/s12159-012-0086-9,2012,"Papakostas N., Efthymiou K., Georgoulias K., Chryssolouris G.",On the configuration and planning of dynamic manufacturing networks,Logistics Research,5,3-4,105,111,Logistics; Network design; Production planning; Scheduling; Supply chain management,29.0,"Laboratory for Manufacturing Systems and Automation, Department of Mechanical Engineering and Aeronautics, University of Patras, Patras, Greece","Manufacturing organizations have been attempting to improve the operation of supply networks through efficient supply chain management. Dynamic manufacturing networks (DMNs) constitute chains of diverse partners, whose operation and interaction may change in a rapid and often not predictable way. While the existing supply chain models are quite static and examine transportation modes, product changeover and production facility options with fixed suppliers and over a long period of time, the DMNs address operations and risks on a daily basis. In this paper, a novel decision-making approach is proposed for supporting the process of configuring a DMN from a holistic perspective, taking into account production, transportation and time constraints as well as multiple criteria such as time and cost. © Springer-Verlag 2012.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872721894&doi=10.1007%2fs12159-012-0086-9&partnerID=40&md5=eafc3a1b5ce3ca81ac24a99c8ad680b1,Scopus
10.1007/978-3-030-03813-7_12,2019,"Paparone C.R., Topic G.L., Jr.",Leadership in Risky Supply Chains,Springer Series in Supply Chain Management,7,,209,220,,,"Eisenhower School of National Security and Resource Strategy, National Defense University, Fort McNair, Washington, DC, United States; Center for Joint and Strategic Logistics at Fort McNair, Washington, DC, United States","Two logisticians from the Department of Defense offer ideas that may apply to either military and commercial supply chains or combinations thereof. A stable supply chain is where operations are routinized across smooth inter-organizational relationships. When faced with familiar situations, supply chain partners can rely on past experience which has become the basis for routine work; that is, partners employ the reliable frames of reference imbedded in their standard operating procedures. However, unusual situations present emergent, unpredictable risk and require management that is qualitatively different from that in standardized practice. In the face of risky supply chains, adaptive leaders exercise “creative deviance,” and seek to influence others in the chain to diverge from their habitualized frames of reference through divergence and value patterning. While adaptive leadership becomes a mitigation strategy for confusingly novel situations, there are also social risks for supply chain innovators. © 2019, Springer Nature Switzerland AG.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118788108&doi=10.1007%2f978-3-030-03813-7_12&partnerID=40&md5=a270f4e4b8bdc8b8ccea2c9d53ffc00e,Scopus
10.1007/978-981-10-6916-1_1,2018,"Papastergiou S., Polemi N.",MITIGATE: A Dynamic Supply Chain Cyber Risk Assessment Methodology,Lecture Notes in Networks and Systems,18,,1,9,Attacks; BPMN model; Cyber risks; SCADA; Vulnerabilities,13.0,"Department of Informatics, University of Piraeus, 80, Karaoli & Dimitriou str., Piraeus, 18534, Greece","Supply chain services and logistic chains of the modern era have become dependent on ICT assets establishing a complex, interrelated and interactive cyber ecosystem. Isolated vulnerabilities in any of the cyber assets may have catastrophic impact in the whole supply chain. In this context, the paper proposes an evidence-driven Supply Chain Risk Assessment methodology which relies on high quality scientific and experimental based proofs and findings, (including simulation results and indicators, e.g. CVE) to optimize the evaluation and mitigation of the supply chain related risks and cyber threats. © 2018, Springer Nature Singapore Pte Ltd.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052207109&doi=10.1007%2f978-981-10-6916-1_1&partnerID=40&md5=0a09a86919d82fc123ce71f37690fac4,Scopus
10.1016/j.ifacol.2016.03.017,2016,"Parlings M., Klingebiel K., Oschmann P.",An Integrated Innovation Life Cycle Model for Supply Chain Adaption,IFAC-PapersOnLine,49,2,96,101,Characteristic Curves; Forecasts; Innovation; Innovation Management; Life Cycle; Product Strategy; Supply Chain Management; Supply Chain Strategy,2.0,"Fraunhofer Institute for Material Flow and Logistics, Dortmund, 44227, Germany; University of Applied Science and Arts Dortmund, Emil-Figge-Str. 44, Dortmund, 44227, Germany; THOST Projektmanagement GmbH, Josef-Lammerting-Allee 25, Köln, 50933, Germany","Supply chains of innovative products are subject to significant change requests during the first phases of the product life cycle. To support the proactive realignment of the supply chain strategy and structure, the early detection of transitions from one life cycle phase to another is crucial. On this account, this paper provides the necessary mathematical foundations based on the life cycle model by Parlings and Klingebiel (2012). The underlying functions and their parameters are derived and analysed to obtain the characteristics that can be used for quantitatively defining phase transitions and early warning areas in an innovation's life cycle. © 2016, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964550166&doi=10.1016%2fj.ifacol.2016.03.017&partnerID=40&md5=8614235aecf900d4996c522293ebc342,Scopus
,2013,Pathik B.B.,Book review: Supply chain's flexibility - a real options approach,International Journal of Supply Chain Management,2,2,125,129,Flexibility; Real options; SCM; Supply chain; Supply chain management,,"Dept. of Electrical and Electronic Engineering, American International University, Bangladesh","This book contains of the investigation is about the process of decision making in supply chain management using a real options analysis framework. Specifically, the authors address issues regarding the optimal inventory level to hedge against demand uncertainties; the timing for equipment capacity implementation under market product mix complexity; the timing for workforce capacity reinforcement aiming market service requirements; and the decisions between integration and outsourcing in an uncertainty environment. Discrete and continuous time methodologies were used to identify the optimal value and timing of the options to adopt, when the demand is stochastic. Additionally, the effect of market requirements, such as product mix complexity and service level, were also taken into consideration. The demand is modeled under different stochastic processes; the impact of unexpected shocks is also explored, which enhances the generalization of the models to different business conditions. The applicability of the models enables the diversification and enrichment of the literature on the real options approach, within supply chain concept. Flexible inventory levels and the flexible capacity are supply chain features that can be used to deal with demand uncertainty. © Exceling Tech Pub.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017124864&partnerID=40&md5=2d9c3dde78b9ab362c59489c67fe6676,Scopus
10.1007/978-981-13-8222-2_4,2020,"Pattanaik L.N., Agarwal P., Ranjan S., Narayan U.",Bi-objective Optimization of a Reconfigurable Supply Chain Using a Self-organizing Migration Algorithm,Advances in Intelligent Systems and Computing,988,,39,53,Bi-objective optimization; Non-domination; Pareto optimal solutions; Self-organizing migration algorithm; Supply chain networks,3.0,"Department of Production Engineering, Birla Institute of Technology Mesra, Ranchi, 835215, India","In this paper, two objective functions related to supply chain performance are considered for optimization during several demand periods. Due to fast and dynamic demand variations in recent times, the supply chains for outsourced components also need agility and quick reconfiguration to adapt to these challenges. For a known demand scenario, the manufacturer must select the optimum combination of suppliers to minimize the total cost of supplies as well as the transportation cost. The two objective functions developed in this model represent the minimization of the total cost of supplies including transportation and maximization of reliability of the set of suppliers. As the two objectives may have trade-offs in many instances, a set of Pareto optimal non-dominated solutions is searched using an evolutionary algorithm called self-organizing migration algorithm or SOMA. A case study on the supply chain of a laptop computer manufacturer is selected from the literature to illustrate the implementation of algorithm to real industrial problems. © Springer Nature Singapore Pte Ltd. 2020.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069648382&doi=10.1007%2f978-981-13-8222-2_4&partnerID=40&md5=753fd4e45040134389e4393b1bfe8e21,Scopus
10.2316/Journal.205.2012.1.205-5539,2012,"Patterson N.J., Rhoads J.F., Kim S.",The effects of rfid and EDI technologies on supply chain dynamics,International Journal of Modelling and Simulation,32,1,10,17,Beer distribution game; High-throughput computing; Radio-frequency identification; Simulation; Supply chain management,3.0,"Morgridge Institute for Research, 614 Walnut St., 13th Floor, Madison WI 53726, United States; School of Mechanical Engineering, Purdue University, 585 Purdue Mall, West Lafayette IN 47907, United States","Process automation and information sharing are becoming increasingly important to the successful operation of supply chains. While previous works have investigated the effects of radio frequency identification (RFID), electronic data interchange (EDI), and other transparency technologies on model production/distribution systems, the studies completed to date have not fully examined the implications of these technologies on the supply chains' dynamic behaviour. This is especially true for supply chains which feature heterogeneously implemented transparency technologies. The present work seeks to fill this apparent technical void, by characterizing the impact of both heterogeneously and homogeneously implemented EDI and RFID technologies on the system dynamics of a prototypical multi-stage supply chain model: the beer distribution game. To this end, the effort utilizes high-throughput numerical simulation to characterize the influence of transparency technologies on transient performance metrics (e.g. settling time, cost, and stock outages), and to form a series of succinct conclusions on the technologies' relative utility.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862953854&doi=10.2316%2fJournal.205.2012.1.205-5539&partnerID=40&md5=98e4f7590974b8ae9b04fe44b155324a,Scopus
,2021,"Pavlov A., Umarov A., Aleshin Y.",Study of the structural significance of supply chain elements with variable order rate,CEUR Workshop Proceedings,2924,,25,32,Complex multi-mode object; Criticality of failure of elements; Integral indicator; Joint; Parametric genome; Separate receipt of customer orders,1.0,"Mozhaisky Military Aerospace Academy, Zhdanovskaya street, St. Petersburg, 197198, Russian Federation; Saint Petersburg Federal Research Center of the Russian Academy of Sciences (SPC RAS), 14th line of Vasilievsky island, 39, St. Petersburg, 199178, Russian Federation","One of the most significant stages of building a supply chain is the analysis of the criticality of the elements that make up it. When assessing the criticality of functional elements of adaptive supply chains, it is proposed to use the corresponding integral indicators. The introduced indicators, in addition, allow calculating the structural significance taking into account fluctuations in demand, based on the idea of a parametric genome of the structure of complex systems. This article presents the results of evaluating the significance of the functional elements of a certain supply chain with varying intensities of customer orders. © 2021 Copyright for this paper by its authors.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113220712&partnerID=40&md5=380f6549b97ade345647056d3e68eb27,Scopus
,2020,"Pavlov A.N., Pavlov D.A., Vorotyagin V.N., Umarov A.B.",Structural and functional analysis of supply chain reliability in the presence of demand fluctuations,CEUR Workshop Proceedings,2803,,61,66,Parametric genome; Structural and functional reliability; Supply chain,2.0,"Mozhaisky Military Space Academy, Zhdanovskaya str., 13, St. Petersburg, 197198, Russian Federation; St. Petersburg Federal Research Center, the Russian Academy of Sciences, V.O. 14 line, 39, St. Petersburg, 199178, Russian Federation","The following article presents an approach to modelling, evaluating and analysing the structural and functional reliability and survivability of supply chains in conditions of fluctuating demand. The article proposes the concept of a parametric genome of the structure of complex multi-mode objects for calculating integral indicators of the structural and functional reliability of the supply chain with dynamic consumer orders. © 2020 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100877947&partnerID=40&md5=d7a33be9ed87e90942a09507a8048dec,Scopus
10.1080/16258312.2013.11517308,2013,"Pellegrin-Romeggio F., Leszczyńska D.",Dynamic tourism supply chain assembly: A new lever for managerial innovation,Supply Chain Forum,14,1,28,40,Case study; Dynamic assembly; Innovation; Supply chain management; Tourism logistics,6.0,"Reims Management School, France; IPAG Business School, Nice, France","Tourism is often considered a key factor in boosting regional economies. Although research generally describes the tourism industry as different supply chains, there is little work on the problem of their assembly. Through the concept of dynamic assembly, we propose new perspectives for the management of tourism supply chains. © KEDGE BS.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897075579&doi=10.1080%2f16258312.2013.11517308&partnerID=40&md5=78c9f303c29d4ab944c77c5d65fadcfc,Scopus
10.1504/IJNVO.2022.10049508,2022,"Peng G., Zhang Y., Gao P., Yuan Y., Yin J.",The impact of big data capability: a perspective of supply chain and innovation capabilities,International Journal of Networking and Virtual Organisations,26,4,319,331,big data capability; big data paradox; dynamic capability; dynamic innovation capability; supply chain dynamic capability,,"College of Business Administration, Capital University of Economics and Business, Beijing, China; School of Environment, Education and Development, The University of Manchester, Manchester, United Kingdom; China Centre for Special Economic Zone Research, Shenzhen University, Shenzhen, China; Patent Examination Cooperation (Beijing), Centre of the Patent Office, Beijing, China","The study on big data capability was initiated just recently. The impact of big data capability on companies, such as on companies' other capabilities, is still unclear. Grounded on dynamic capabilities theory, this study proposed a model and tested the impact of big data capability on supply chain dynamic capability and dynamic innovation capability. The research objects are high-tech listed companies in China. By PLS path modelling, the major findings are: 1) big data capability showed positive impact on supply chain dynamic capability; 2) however, unexpectedly, big data capability was found showing negative impact on dynamic innovation capability. In our opinion, the potential reason is that big data application is just initiated, so may lead to certain disorder in the companies. Based on this finding, we call for attention to big data paradox; 3) further, supply chain dynamic capability showed positive impact on dynamic innovation capability; 4) possibly owing to the mediating and moderating effects of supply chain dynamic capability, the total effect of big data capability on dynamic innovation capability is positive and significant. Managerial applications and limitations are generalised at the end. © 2022 Inderscience Enterprises Ltd.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136989475&doi=10.1504%2fIJNVO.2022.10049508&partnerID=40&md5=e7acfebb8aeb2fc3efe6db90cc269a5f,Scopus
10.1007/978-3-642-41263-9_58,2013,"Peng Y., Kang Y.",Ontology-based dynamic forms for manufacturing capability information collection,IFIP Advances in Information and Communication Technology,415,,468,476,Interoperation; Ontology; Semantic similarity; Supply-chain,1.0,"Department of Computer Science and Electrical Engineering, University of Maryland, Baltimore County, 1000 Hilltop Circle, Baltimore, MD  21250, United States","Building flexible manufacturing supply chains requires availability of interoperable and accurate manufacturing service capability (MSC) information. These requirements can be met by encoding the MSC information using shared domain ontologies. However, difficulty in understanding the syntax and semantics of the shared ontologies hinders the adoption of such ontology-based approach. In this paper, we propose an Ontology-based eXtensible Dynamic Form (OXDF) user interface architecture to assist non-expert users to collect MSC information and represent that information as instances of the shared domain ontology. To achieve this result, we introduce three key innovations: 1) intelligent ontology navigation that dynamically generates forms and form components from the relevant parts of the ontology; 2) intelligent search engine that helps finding relevant ontology entities; and 3) an update mechanism that allows users to define new terminologies to the shared domain ontology. © IFIP International Federation for Information Processing 2013.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978204495&doi=10.1007%2f978-3-642-41263-9_58&partnerID=40&md5=a7ad8ca1f0cb773e85290095ff54de09,Scopus
10.1109/ICCWorkshops49005.2020.9145100,2020,"Pennekamp J., Bader L., Matzutt R., Niemietz P., Trauth D., Henze M., Bergs T., Wehrle K.",Private multi-hop accountability for supply chains,"2020 IEEE International Conference on Communications Workshops, ICC Workshops 2020 - Proceedings",,,,,Attribute-based encryption; Blockchain; Internet of Production; Multi-hop tracking and tracing; Supply chain,9.0,"Communication and Distributed Systems, RWTH Aachen University, Germany; Laboratory for Machine Tools and Production Engineering, RWTH Aachen University, Germany; Cyber Analysis and Defense, Fraunhofer FKIE, Wachtberg, Germany","Today's supply chains are becoming increasingly flexible in nature. While adaptability is vastly increased, these more dynamic associations necessitate more extensive data sharing among different stakeholders while simultaneously overturning previously established levels of trust. Hence, manufacturers' demand to track goods and to investigate root causes of issues across their supply chains becomes more challenging to satisfy within these now untrusted environments. Complementarily, suppliers need to keep any data irrelevant to such routine checks secret to remain competitive. To bridge the needs of contractors and suppliers in increasingly flexible supply chains, we thus propose to establish a privacy-preserving and distributed multi-hop accountability log among the involved stakeholders based on Attribute-based Encryption and backed by a blockchain. Our large-scale feasibility study is motivated by a real-world manufacturing process, i.e., a fine blanking line, and reveals only modest costs for multi-hop tracing and tracking of goods. © 2020 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090159235&doi=10.1109%2fICCWorkshops49005.2020.9145100&partnerID=40&md5=6da309b40d6132e021209f3dd198f0db,Scopus
10.1007/s40171-019-00221-w,2019,"Pérez-Pérez M., Kocabasoglu-Hillmer C., Serrano-Bedia A.M., López-Fernández M.C.",Manufacturing and Supply Chain Flexibility: Building an Integrative Conceptual Model Through Systematic Literature Review and Bibliometric Analysis,Global Journal of Flexible Systems Management,20,,1,23,Co-word technique; Manufacturing flexibility; Review; Supply chain flexibility,11.0,"Business Administration Department, University of Cantabria, Santander, Spain; Faculty of Management, Cass Business School, City University of London, London, United Kingdom","The purpose of this study is twofold: first, to establish the current themes on the topic of manufacturing and supply chain flexibility (MSCF), assess their level of maturity in relation to each other, identify the emerging ones and reflect on how they can inform each other, and second, to develop a conceptual model of MSCF that links different themes connect and highlight future research opportunities. The study builds on a sample of 222 articles published from 1996 to 2018 in international, peer-reviewed journals. The analysis of the sample involves two complementary approaches: the co-word technique to identify the thematic clusters as well as their relative standing and a critical reflection on the papers to explain the intellectual content of these thematic clusters. The results of the co-word analysis show that MSCF is a dynamic topic with a rich and complex structure that comprises five thematic clusters. The value chain, capability and volatility clusters showed research topics that were taking a central role in the discussion on MSCF but were not mature yet. The SC purchasing practices and SC planning clusters involved work that was more focused and could be considered more mature. These clusters were then integrated in a framework that built on the competence–capability perspective and identified the major structural and infrastructural elements of MSCF as well as its antecedents and consequences. This paper proposes an integrative framework helping managers keep track the various decisions they need to make to increase flexibility from the viewpoint of the entire value chain. © 2019, Global Institute of Flexible Systems Management.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075188316&doi=10.1007%2fs40171-019-00221-w&partnerID=40&md5=0c02a8a865e7b37c948de4950ad07e54,Scopus
10.1109/LISS.2015.7369624,2015,"Pérez-Pérez M., López-Fernández M.-C., Serrano-Bedia A.-M., Kocabasoglu-Hillmer C.",A critical review of manufacturing and supply chain research through co-words analysis: 2004-2014: Supply chain management,"2015 International Conference on Logistics, Informatics and Service Science, LISS 2015",,,,,bibliometry; manufacturing flexibility; review; Supply chain flexibility,2.0,"Business Administration Department, University of Cantabria, Spain; Faculty of Management, Cass Business School, City University of London, London, United Kingdom","The present work carries out a comprehensive and systematic review of academic research on supply chain and manufacturing flexibility, using-a specific type of bibliometric indicator-co-words analysis. This approach provides a more methodical view of the development and size of this research line, synthesise and organise existing knowledge through the identification of research clusters, and identify potential avenues for future research. The results reveal that this field has a rich, complex structure and various branches of topics with different levels of development. We found well developed themes, such as Performance; emerging themes, such as Perspective and Product Development; peripheral themes, such as Model; and specialized themes, such as Marketing Channel. © 2015 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971590306&doi=10.1109%2fLISS.2015.7369624&partnerID=40&md5=c8a5db6b4a0d7ec140f8d68036870b66,Scopus
10.1109/ICCCI.2012.6158907,2012,"Perumalsamy R., Natarajan J.",Application of Genetic Algorithm for efficient multi-factory supply chain inventory optimization with lead time,"2012 International Conference on Computer Communication and Informatics, ICCCI 2012",,,,,,1.0,"Dept. of Management Science, Sree Saraswathi Thyagaraja College, Pollachi - 642 107, India; Dept. of Mathematics, Sri G.V.G. Visalakshi College, Udumalpet-642 128, India","Efficient and effective management of inventory throughout the supply chain significantly improves the ultimate service provided to the customer. Efficient inventory management is a complex process which entails the management of the inventory in the whole supply chain. The dynamic nature of the excess stock level and shortage level over all the periods is a serious issue when implementation is considered. In addition, consideration of multiple factories manufacturing the same product leads to very complex inventory management process The complexity of the problem increases when lead times of stocks are involved. In this paper, these issues of inventory management have been focused and a novel approach based on Genetic Algorithm has been proposed in which the most probable excess stock level and shortage level required for inventory optimization in the supply chain is distinctively determined so as to achieve minimum total supply chain cost. © 2012 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858744442&doi=10.1109%2fICCCI.2012.6158907&partnerID=40&md5=e20ff647d78161e4a0c497f0ef0609d8,Scopus
10.1109/HICSS.2013.60,2013,"Pfeiffer D., Anwander S., Hellingrath B.",A simulation approach to evaluate supply chain flexibility,Proceedings of the Annual Hawaii International Conference on System Sciences,,,1134,1143,,2.0,"University of Münster, European Research Center for Information Systems (ERCIS), Germany","Keeping safety stocks and designing flexible production systems have long been known to be effective measures for compensating variations in demand. However, current research lacks appropriate methods guiding practitioners in successfully implementing these measures. As implementing flexibility in most cases comes along with an increase in costs, the decisions which flexibility measures to implement require a trade-off between the benefit gained from an increased flexibility, and the costs which apply. The purpose of this paper is to provide a first approach to evaluating this trade-off using discrete event simulation. The concept is presented and evaluated by means of a practical scenario from the table-top product manufacturing industry using the adjustment of production lot sizes and safety stock levels as example flexibility measures. We demonstrate how our approach can be used to determine the cost-optimal flexibility configuration, and find a utilizable flexibility potential lying in different configurations of these measures. © 2012 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875489914&doi=10.1109%2fHICSS.2013.60&partnerID=40&md5=9503bb02954f1fcd8f1057bd85946a41,Scopus
